molecule_a,molecule_b,tanimoto,label_a,label_b,endpoint
LLJHFOUBOYXNFM-UHFFFAOYSA-N,HPPWFRFBBQNSJX-UHFFFAOYSA-N,0.8518518518518519,0.0,1.0,herg_blockade
HBGLVJABBICLQC-RUZDIDTESA-N,QGAWXOQEXMZKDG-XMMPIXPASA-N,0.875,1.0,0.0,herg_blockade
NLLYXEPGGVAVHY-UHFFFAOYSA-N,BEZZRZYETXKPJS-UHFFFAOYSA-N,0.855072463768116,0.0,1.0,herg_blockade
IEHPGROMDBPGLH-UPVQGACJSA-N,UMQZMTNEQMDJIG-ZCYQVOJMSA-N,0.8611111111111112,0.0,1.0,herg_blockade
IEHPGROMDBPGLH-UPVQGACJSA-N,LKTNMPJKOYDWSA-ZCYQVOJMSA-N,0.8783783783783784,0.0,1.0,herg_blockade
IZOGIEBLWOHFCN-RBVQTJJVSA-N,IIVZUBFHVGRROU-PBWYZZMHSA-N,0.92,1.0,0.0,herg_blockade
MBQDUNUKUGTDDX-MSEWRSJXSA-N,YXXGTVBNVRVOKC-GLRZTSSQSA-N,0.8529411764705882,1.0,0.0,herg_blockade
AVIDRKWFHQXSDT-UHFFFAOYSA-N,SGDWPIDXMHBDQC-UHFFFAOYSA-N,0.8823529411764706,0.0,1.0,herg_blockade
VCMXVHQEQPEFNQ-UHFFFAOYSA-N,UGWHGJOPTDAWEZ-UHFFFAOYSA-N,0.859375,0.0,1.0,herg_blockade
PKCHSZZZFHSIGB-UHFFFAOYSA-N,IINYBGOIUFXUQW-UHFFFAOYSA-N,0.859375,1.0,0.0,herg_blockade
HKXVWBMFLBHMOP-UHFFFAOYSA-N,SZRWFTMTSURZBX-UHFFFAOYSA-N,0.873015873015873,1.0,0.0,herg_blockade
XLBYUGKZWZMFEL-UHFFFAOYSA-N,MUIPFQAYLPYEPC-UHFFFAOYSA-N,0.8548387096774194,1.0,0.0,herg_blockade
XLBYUGKZWZMFEL-UHFFFAOYSA-N,PEIFUGDCVSOBAT-UHFFFAOYSA-N,0.95,1.0,0.0,herg_blockade
RVBJTTMGDQOZRW-UHFFFAOYSA-N,BZCRYUMMFUBHKD-UHFFFAOYSA-N,0.8571428571428571,1.0,0.0,herg_blockade
RVBJTTMGDQOZRW-UHFFFAOYSA-N,ZLBWTGJVWXPRFH-UHFFFAOYSA-N,0.8524590163934426,1.0,0.0,herg_blockade
RVBJTTMGDQOZRW-UHFFFAOYSA-N,MUIPFQAYLPYEPC-UHFFFAOYSA-N,0.8524590163934426,1.0,0.0,herg_blockade
KFQMAIZBNWWGPO-UHFFFAOYSA-N,HTTJCVMWSJWZID-UHFFFAOYSA-N,0.8793103448275862,1.0,0.0,herg_blockade
KDMBMLINAPXLCW-JXFKEZNVSA-N,KDMBMLINAPXLCW-UZLBHIALSA-N,0.8529411764705882,1.0,0.0,herg_blockade
PUKKREPUSDNYNL-SFHVURJKSA-N,QNXBTJMKZJMAEU-IBGZPJMESA-N,0.8717948717948718,0.0,1.0,herg_blockade
WYKRFGYHTDMMFI-UHFFFAOYSA-N,IHADGKOGTFHZIG-UHFFFAOYSA-N,0.85,0.0,1.0,herg_blockade
LLBIIUQCQIOLNG-UHFFFAOYSA-N,MRGFDPDQMSJIJC-UHFFFAOYSA-N,0.8548387096774194,1.0,0.0,herg_blockade
NXSFKUCSWRJBEE-SZPZYZBQSA-N,NXSFKUCSWRJBEE-HZCBDIJESA-N,1.0,1.0,0.0,herg_blockade
ILFIXUVIBJYIDE-UHFFFAOYSA-N,LNJGQKOJQYUTBY-UHFFFAOYSA-N,0.8536585365853658,0.0,1.0,herg_blockade
VATRZDWMOKJFRC-AGBDBUHGSA-N,CXGFHAFDFOMUEC-NFDUJVPWSA-N,0.8863636363636364,0.0,1.0,herg_blockade
MSRUMHDSLFSWRT-UHFFFAOYSA-N,GDJZHWZFVWEHTI-UHFFFAOYSA-N,0.855072463768116,0.0,1.0,herg_blockade
SGDWPIDXMHBDQC-UHFFFAOYSA-N,YIDRPJAESDFDSG-UHFFFAOYSA-N,0.8676470588235294,1.0,0.0,herg_blockade
VLBBPWTZWIHQLB-UHFFFAOYSA-N,BQVRVXOKDOEPNL-UHFFFAOYSA-N,0.8536585365853658,0.0,1.0,herg_blockade
WCDPZBYIZZTNIC-RBBKRZOGSA-N,LATYJVJEPRDPLZ-RBBKRZOGSA-N,0.8507462686567164,0.0,1.0,herg_blockade
URSFXHYCOQKUPP-SKCUWOTOSA-N,BGBRPPONHQFLEX-RNWIMVQKSA-N,0.8690476190476191,0.0,1.0,herg_blockade
FMROLDYZPAJDIZ-IMMUGOHXSA-N,FMROLDYZPAJDIZ-JPYJTQIMSA-N,0.873015873015873,1.0,0.0,herg_blockade
RAACSHYFBZCXSM-NZFVVWBWSA-N,RAACSHYFBZCXSM-AUHLQLFFSA-N,0.9058823529411765,0.0,1.0,herg_blockade
GQFYFTNDSLXGAN-UHFFFAOYSA-N,AOHYTTMQYWIGBI-UHFFFAOYSA-N,0.9111111111111111,0.0,1.0,herg_blockade
WQKRVODUOZJARR-UHFFFAOYSA-N,LCLHWAFOYICJIC-UHFFFAOYSA-N,0.9090909090909091,0.0,1.0,herg_blockade
COKSKIXACCXTRS-UHFFFAOYSA-N,VNUWHBRXYDCOFA-UHFFFAOYSA-N,0.8513513513513513,0.0,1.0,herg_blockade
GOEHQYOOVNZIEI-LJQANCHMSA-N,SHSWWKAPCSHSHG-QGZVFWFLSA-N,0.8571428571428571,1.0,0.0,herg_blockade
RLZGQFWYJYQEBI-FQEVSTJZSA-N,QZVBLNIFHQHIJS-IBGZPJMESA-N,0.875,1.0,0.0,herg_blockade
NAYZSSQGIKJDGG-PMERELPUSA-N,UFZMURFKAOEOKB-PMERELPUSA-N,0.8552631578947368,0.0,1.0,herg_blockade
IWZSETOJTMHNIP-UHFFFAOYSA-N,BVALXLKHALQQPF-UHFFFAOYSA-N,0.8653846153846154,1.0,0.0,herg_blockade
WRWUGHDNJYUGGD-UHFFFAOYSA-N,JQNSYTMOXNMQTB-UHFFFAOYSA-N,0.8823529411764706,0.0,1.0,herg_blockade
PLNVEKRGBWVHLB-UHFFFAOYSA-N,XBWZPGIPCVKOTR-UHFFFAOYSA-N,0.8529411764705882,0.0,1.0,herg_blockade
DPKYAJVQQQPMFX-YTCJXQCFSA-N,PYHPYRVGHHVGEC-FYDYYVQNSA-N,0.8783783783783784,0.0,1.0,herg_blockade
UBBOYTZYPGUBTI-UHFFFAOYSA-N,OIQHTDBPAVCYEC-UHFFFAOYSA-N,0.8571428571428571,1.0,0.0,herg_blockade
FCHHBDZWKNCHCB-UHFFFAOYSA-N,DCVITXJMCYHCFL-UHFFFAOYSA-N,0.8607594936708861,0.0,1.0,herg_blockade
BVMLPMCCWDUGDH-UHFFFAOYSA-N,ACRMNEFOWLXFLY-UHFFFAOYSA-N,0.9104477611940298,0.0,1.0,herg_blockade
BVMLPMCCWDUGDH-UHFFFAOYSA-N,USKZVJAZXRLUHK-UHFFFAOYSA-N,0.855072463768116,0.0,1.0,herg_blockade
ATPGZRKICBQLSQ-UHFFFAOYSA-N,ONRUYAGLGNLXKI-UHFFFAOYSA-N,0.8651685393258427,1.0,0.0,herg_blockade
ATPGZRKICBQLSQ-UHFFFAOYSA-N,CSTGEWWOGMITFK-UHFFFAOYSA-N,0.9058823529411765,1.0,0.0,herg_blockade
XIGZAONAJMZWKN-UHFFFAOYSA-N,KJJSJXRRMHWDBJ-UHFFFAOYSA-N,0.9365079365079365,1.0,0.0,herg_blockade
ZLAQCBNGRIXMFQ-UHFFFAOYSA-N,ZNLCRBCFRLCIFE-UHFFFAOYSA-N,0.8840579710144928,1.0,0.0,herg_blockade
BYSRJIZIRWFBII-QIJUGHKUSA-N,IGWALEJLEGJGGB-AHRSYUTCSA-N,0.875,1.0,0.0,herg_blockade
JWCUKLIKGBNEKA-WOEOTAOXSA-N,QPSASROYWRAKFK-HTFLBPPUSA-N,0.85,0.0,1.0,herg_blockade
WUNPQUANLDUHHI-UHFFFAOYSA-N,AGSWPZXGFSITHZ-UHFFFAOYSA-N,0.8548387096774194,0.0,1.0,herg_blockade
JQPRDWQRAAFLTI-AUFCLJJTSA-N,IIVZUBFHVGRROU-KUYURNMDSA-N,0.8947368421052632,1.0,0.0,herg_blockade
KODLQRCYGZOTLD-MGFGWZDJSA-N,KJISMMFJJNLRBV-OKDASEJXSA-N,0.8533333333333334,1.0,0.0,herg_blockade
SUARPGUFOBBSJS-NRFANRHFSA-N,INWIVMOTHPFWNU-NRFANRHFSA-N,0.896551724137931,1.0,0.0,herg_blockade
HELKSLAMYBXCSD-AUHLQLFFSA-N,HELKSLAMYBXCSD-PSIJGNRBSA-N,0.8505747126436781,0.0,1.0,herg_blockade
YEMQCJMGXORROI-UHFFFAOYSA-N,KWJTYPOQTXWLHU-UHFFFAOYSA-N,0.8611111111111112,1.0,0.0,herg_blockade
OAAXUVBOELLOHV-UHFFFAOYSA-N,ZEEJKDFLVSPYEN-UHFFFAOYSA-N,0.8974358974358975,1.0,0.0,herg_blockade
NSZIOJJFVANMBW-VWLOTQADSA-N,HVHWAHSJCSERGA-VWLOTQADSA-N,0.8571428571428571,0.0,1.0,herg_blockade
BELRYHSQDZCWBA-UHFFFAOYSA-N,LTSAIVCADIPFKF-UHFFFAOYSA-N,0.9333333333333333,1.0,0.0,herg_blockade
JGTMSYMVZMHRFM-IYOYZZHUSA-N,NIYZRKBUYQUHIE-OVXWJCGASA-N,0.890625,1.0,0.0,herg_blockade
COPWJQCMDFSJPF-GRGXKFILSA-N,AEHATJSZWAWZQR-GRGXKFILSA-N,0.8648648648648649,0.0,1.0,herg_blockade
RMJYPZJDYDKLTB-PUFWETDBSA-N,RMJYPZJDYDKLTB-CZMKHNCBSA-N,0.890625,1.0,0.0,herg_blockade
DKIUFVFEAUCDLY-BDYUSTAISA-N,GLSSNBLKKWINSD-JDXGNMNLSA-N,0.863013698630137,0.0,1.0,herg_blockade
YDRCHQQFHSPVMO-VWLOTQADSA-N,KCLONPRRKHVPLU-VWLOTQADSA-N,0.8771929824561403,0.0,1.0,herg_blockade
LNJGQKOJQYUTBY-UHFFFAOYSA-N,DKIVMEDHCYQDRF-UHFFFAOYSA-N,0.875,1.0,0.0,herg_blockade
FNGBGXPVVBCEGE-YJBOKZPZSA-N,SKVQSOWCGGCBJZ-RXVVDRJESA-N,0.9027777777777778,0.0,1.0,herg_blockade
CGDYLVJZINGUBY-DYESRHJHSA-N,FAEQDNJQJXKVTM-XMSQKQJNSA-N,0.8705882352941177,0.0,1.0,herg_blockade
DGVNGMXASUNRAO-VWLOTQADSA-N,OLLRSJLKNAIFCJ-VWLOTQADSA-N,0.9047619047619048,0.0,1.0,herg_blockade
DGVNGMXASUNRAO-VWLOTQADSA-N,XAVJTYOBWCSWFJ-SANMLTNESA-N,0.890625,0.0,1.0,herg_blockade
OLLRSJLKNAIFCJ-UHFFFAOYSA-N,DGVNGMXASUNRAO-UHFFFAOYSA-N,0.9047619047619048,1.0,0.0,herg_blockade
QCPLMEBVJKAVGY-PEPAQOBHSA-N,XULVMRUMTSIIFH-PEPAQOBHSA-N,0.8709677419354839,0.0,1.0,herg_blockade
ZOCLVGHDXBVATF-UHFFFAOYSA-N,DVKKRVWTQWKPJP-UHFFFAOYSA-N,0.8653846153846154,1.0,0.0,herg_blockade
CVGFDACBJVOANI-UHFFFAOYSA-N,POLITEGQHLSZOD-UHFFFAOYSA-N,0.9767441860465116,1.0,0.0,herg_blockade
WMUCUAKPEIPDIK-UHFFFAOYSA-N,FPBHGUQIJSLDCS-UHFFFAOYSA-N,0.863013698630137,0.0,1.0,herg_blockade
UZTUCRSUEBSPQL-UHFFFAOYSA-N,SZLKARMZUAFJQJ-UHFFFAOYSA-N,0.9342105263157895,1.0,0.0,herg_blockade
UZTUCRSUEBSPQL-UHFFFAOYSA-N,LEILKPWPQRGPQQ-UHFFFAOYSA-N,0.8625,1.0,0.0,herg_blockade
QMNYBHANABNQLH-UHFFFAOYSA-N,GFLQCBTXTRCREJ-UHFFFAOYSA-N,0.875,0.0,1.0,herg_blockade
OXYRVSPLWYNARN-UHFFFAOYSA-N,RHHOWYRSSYGDGJ-UHFFFAOYSA-N,0.8653846153846154,1.0,0.0,herg_blockade
OXYRVSPLWYNARN-UHFFFAOYSA-N,VKZPUEKTTUNOAC-UHFFFAOYSA-N,0.8653846153846154,1.0,0.0,herg_blockade
OXYRVSPLWYNARN-UHFFFAOYSA-N,MZKSYKHOPQGDOT-UHFFFAOYSA-N,0.8823529411764706,1.0,0.0,herg_blockade
AWXQYTLSBPWDMJ-KAYWLYCHSA-N,MQLLLGDBYOEXHC-FQLXRVMXSA-N,0.8666666666666667,0.0,1.0,herg_blockade
SRFDOXHDVGOKQO-UHFFFAOYSA-N,ITDGSGSKYMTULC-UHFFFAOYSA-N,0.8902439024390244,0.0,1.0,herg_blockade
LMAMIMLDCZOAJZ-GOSISDBHSA-N,LKSOUSYVEIFFAF-QGZVFWFLSA-N,0.8723404255319149,0.0,1.0,herg_blockade
IAMMWWXBTYJBCX-UHFFFAOYSA-N,VCVDPONUNCPTCQ-UHFFFAOYSA-N,0.8604651162790697,1.0,0.0,herg_blockade
JBNBAFROSOFGEI-XUZZJYLKSA-N,MZKMVRKRCTUJCP-XUZZJYLKSA-N,0.8717948717948718,0.0,1.0,herg_blockade
JBNBAFROSOFGEI-XUZZJYLKSA-N,OUBJWZUHGDDBFH-JYFHCDHNSA-N,0.8641975308641975,0.0,1.0,herg_blockade
JBNBAFROSOFGEI-XUZZJYLKSA-N,UPZXWEJIJAQUBN-JYFHCDHNSA-N,0.875,0.0,1.0,herg_blockade
BCOYDHFZZXSZFA-UHFFFAOYSA-N,LEILKPWPQRGPQQ-UHFFFAOYSA-N,0.8717948717948718,1.0,0.0,herg_blockade
VTYNAGSOHIRPRR-JOCHJYFZSA-N,DNXMXCCCVCPJES-OAQYLSRUSA-N,0.9622641509433962,1.0,0.0,herg_blockade
ZMCNDHKXQWQHCC-FVUUGDKNSA-N,PIINFVJVFRCBPD-CIEDQVTBSA-N,0.859375,1.0,0.0,herg_blockade
PUOXMWOHHZDZBP-UHFFFAOYSA-N,HLQJZFFWUXHYMB-UHFFFAOYSA-N,0.8676470588235294,1.0,0.0,herg_blockade
MIFPUBJUGPIOOS-UHFFFAOYSA-N,QPJDEGHESLKELN-UHFFFAOYSA-N,0.8676470588235294,1.0,0.0,herg_blockade
CAGZIBHOJDZLGX-JNMARVLDSA-N,MDTAKMHHAHITNR-RXUZIWOSSA-N,0.92,1.0,0.0,herg_blockade
TYRDCYYKRYFRKP-UHFFFAOYSA-N,HJQWAOOLYPCQMS-UHFFFAOYSA-N,0.8947368421052632,1.0,0.0,herg_blockade
OLUONKODHNDKJM-KVILRBDLSA-N,IIVZUBFHVGRROU-PBWYZZMHSA-N,0.8717948717948718,1.0,0.0,herg_blockade
AWVSZEIDIPLFFV-LIUQIIALSA-N,IIVZUBFHVGRROU-PBWYZZMHSA-N,0.85,1.0,0.0,herg_blockade
VIKKXFYHSNSWKV-XMMPIXPASA-N,VIKKXFYHSNSWKV-DEOSSOPVSA-N,0.8977272727272727,0.0,1.0,herg_blockade
ROPDYPBDQPZLDA-VSGBNLITSA-N,MQLLLGDBYOEXHC-FQLXRVMXSA-N,0.9101123595505618,0.0,1.0,herg_blockade
FAJZUSKJMKJEFQ-UHFFFAOYSA-N,DACGAATZKIWONI-UHFFFAOYSA-N,0.8846153846153846,1.0,0.0,herg_blockade
IOZOVXCLYGPBKD-UHFFFAOYSA-N,WZHAQWFZACLGKI-UHFFFAOYSA-N,0.9423076923076923,0.0,1.0,herg_blockade
DGHURJYXAQLSSM-UHFFFAOYSA-N,GFFIHDXPUGXVGG-UHFFFAOYSA-N,0.8979591836734694,1.0,0.0,herg_blockade
LKLIIWVKKRDRRH-UHFFFAOYSA-N,KHQYWTQBIZMGJA-UHFFFAOYSA-N,0.859375,1.0,0.0,herg_blockade
ZBHXNYOFQHFHLL-TYKWCNGQSA-N,AEHATJSZWAWZQR-GRGXKFILSA-N,0.8783783783783784,0.0,1.0,herg_blockade
QILACADJNNDLKC-UHFFFAOYSA-N,RHHOWYRSSYGDGJ-UHFFFAOYSA-N,0.9038461538461539,1.0,0.0,herg_blockade
QILACADJNNDLKC-UHFFFAOYSA-N,VKZPUEKTTUNOAC-UHFFFAOYSA-N,0.9411764705882353,1.0,0.0,herg_blockade
QILACADJNNDLKC-UHFFFAOYSA-N,MZKSYKHOPQGDOT-UHFFFAOYSA-N,0.8846153846153846,1.0,0.0,herg_blockade
LDTUIPCDYVXKIB-AUFCLJJTSA-N,IIVZUBFHVGRROU-KUYURNMDSA-N,0.8607594936708861,1.0,0.0,herg_blockade
VIKKXFYHSNSWKV-DEOSSOPVSA-N,VIKKXFYHSNSWKV-UHFFFAOYSA-N,0.8977272727272727,1.0,0.0,herg_blockade
BRKOVFUTTJGJEO-UHFFFAOYSA-N,IGMRUXJGIQSJAC-UHFFFAOYSA-N,0.9259259259259259,1.0,0.0,herg_blockade
KAUGEXWMBITOIF-DEOSSOPVSA-N,HVHWAHSJCSERGA-VWLOTQADSA-N,0.8823529411764706,0.0,1.0,herg_blockade
MZKMVRKRCTUJCP-XUZZJYLKSA-N,OEMOAFYQHHFAMW-JTHBVZDNSA-N,0.8533333333333334,1.0,0.0,herg_blockade
CBXDCFAKWOJLIL-HSZRJFAPSA-N,DNXMXCCCVCPJES-OAQYLSRUSA-N,0.9444444444444444,1.0,0.0,herg_blockade
QLGIWKYNMSCERQ-SANMLTNESA-N,RMSWKUOSOVPFPF-SANMLTNESA-N,0.8666666666666667,1.0,0.0,herg_blockade
PJWDCICTRLASSV-UHFFFAOYSA-N,IINYBGOIUFXUQW-UHFFFAOYSA-N,0.8870967741935484,1.0,0.0,herg_blockade
DXGQMNPLLZTHPD-JIPXPUAJSA-N,QQLVWLYBRMDMSR-SKCUWOTOSA-N,0.9012345679012346,0.0,1.0,herg_blockade
MDTAKMHHAHITNR-RXUZIWOSSA-N,SESNYPNPIJXNNP-AUGIVFKSSA-N,0.8947368421052632,0.0,1.0,herg_blockade
XAVJTYOBWCSWFJ-UHFFFAOYSA-N,DGVNGMXASUNRAO-UHFFFAOYSA-N,0.890625,1.0,0.0,herg_blockade
PCBXOJDQTLCYRI-UHFFFAOYSA-N,XBWZPGIPCVKOTR-UHFFFAOYSA-N,0.855072463768116,0.0,1.0,herg_blockade
PPLVDBKGJPKXLH-UHFFFAOYSA-N,PPLVDBKGJPKXLH-HSZRJFAPSA-N,0.8518518518518519,0.0,1.0,herg_blockade
GFMDHQIKVJNHNJ-UHFFFAOYSA-N,JHVKOOCZASOHSP-UHFFFAOYSA-N,0.8541666666666666,0.0,1.0,herg_blockade
BCRSYZQXPRWUJQ-UIFIKXQLSA-N,IGWALEJLEGJGGB-AHRSYUTCSA-N,0.90625,1.0,0.0,herg_blockade
CXGFHAFDFOMUEC-VHCZIGLYSA-N,VATRZDWMOKJFRC-JEKTTYBVSA-N,0.896551724137931,1.0,0.0,herg_blockade
OUBJWZUHGDDBFH-JYFHCDHNSA-N,SDDYPSFGXCNMIG-WIOPSUGQSA-N,0.8641975308641975,1.0,0.0,herg_blockade
RYSJYSNSALLKRM-INIZCTEOSA-N,RYSJYSNSALLKRM-MRXNPFEDSA-N,0.9166666666666666,1.0,0.0,herg_blockade
RMSWKUOSOVPFPF-SANMLTNESA-N,KCLONPRRKHVPLU-VWLOTQADSA-N,0.864406779661017,0.0,1.0,herg_blockade
BMQGIPHCTZAMMW-LOYHVIPDSA-N,YBODQSWROIJMDW-LOYHVIPDSA-N,0.8656716417910447,1.0,0.0,herg_blockade
BMQGIPHCTZAMMW-LOYHVIPDSA-N,OJERHTYXNSEIQQ-LOYHVIPDSA-N,0.8787878787878788,1.0,0.0,herg_blockade
OBSQRQKRXUFJSA-AZUAARDMSA-N,BESRCGRINPRVRC-PKOBYXMFSA-N,0.9,1.0,0.0,herg_blockade
VPCMWNVGUJZFHV-UHFFFAOYSA-N,WFRRBQZEONZOIB-UHFFFAOYSA-N,0.8571428571428571,1.0,0.0,herg_blockade
SUVHWQGAOXKZCQ-INIZCTEOSA-N,AQNRVBHBIZRPCK-INIZCTEOSA-N,0.8615384615384616,1.0,0.0,herg_blockade
VLCYASXBDSCXJI-ZDUSSCGKSA-N,ABYFXYVIEFXQPH-HNNXBMFYSA-N,0.9523809523809523,0.0,1.0,herg_blockade
RZCZKNPTZMHVSH-PZJWPPBQSA-N,DVLXDPTZHLUZHB-PZJWPPBQSA-N,0.85,1.0,0.0,herg_blockade
DBZDEQRZDSXAQA-AZUAARDMSA-N,ZFFOQTMIAQPJJG-PZJWPPBQSA-N,0.8888888888888888,0.0,1.0,herg_blockade
ACYSIZUFQATBIE-WJTOECGUSA-N,FLTLUXCGVBUQLQ-PDULFCFVSA-N,0.8902439024390244,0.0,1.0,herg_blockade
PSWNFJQWICYKCD-KDYLLFBJSA-N,YMWLGNDIOUYMFZ-AKAXFMLLSA-N,0.8615384615384616,1.0,0.0,herg_blockade
DLOFFPHEWSEQCT-DEOSSOPVSA-N,NYUKWJXYAADYOO-DEOSSOPVSA-N,0.8983050847457628,0.0,1.0,herg_blockade
XKNUKLOVNSZOQW-UHFFFAOYSA-N,BCZGXEZPALEJJW-UHFFFAOYSA-N,0.8860759493670886,0.0,1.0,herg_blockade
GFFIHDXPUGXVGG-UHFFFAOYSA-N,GENWAOXOZDZWRT-UHFFFAOYSA-N,0.8979591836734694,0.0,1.0,herg_blockade
JLXLGAWMGQDXPH-UHFFFAOYSA-N,NPIKEZWFBYZTMG-UHFFFAOYSA-N,0.8529411764705882,1.0,0.0,herg_blockade
GHXUKKLUMMZDFG-UHFFFAOYSA-N,SZLKARMZUAFJQJ-UHFFFAOYSA-N,0.8518518518518519,1.0,0.0,herg_blockade
GHXUKKLUMMZDFG-UHFFFAOYSA-N,LEILKPWPQRGPQQ-UHFFFAOYSA-N,0.8536585365853658,1.0,0.0,herg_blockade
RFGZHWGKKIBYCG-UHFFFAOYSA-N,VDOKCNNCWQARKD-UHFFFAOYSA-N,0.8507462686567164,0.0,1.0,herg_blockade
COPWJQCMDFSJPF-UHFFFAOYSA-N,AEHATJSZWAWZQR-UHFFFAOYSA-N,0.8648648648648649,0.0,1.0,herg_blockade
AFLJTEIJRPLXFQ-NDEPHWFRSA-N,VXOBXKQLNWYQPQ-NDEPHWFRSA-N,0.8552631578947368,0.0,1.0,herg_blockade
BZCRYUMMFUBHKD-UHFFFAOYSA-N,BVEQYIGPZVYYSV-UHFFFAOYSA-N,0.8709677419354839,0.0,1.0,herg_blockade
QQLVWLYBRMDMSR-SKCUWOTOSA-N,LKUFQCLASPKCNE-LYZGTLIUSA-N,0.8941176470588236,1.0,0.0,herg_blockade
QQLVWLYBRMDMSR-SKCUWOTOSA-N,RETOYYSEVCBIRN-JIPXPUAJSA-N,0.8795180722891566,1.0,0.0,herg_blockade
QQLVWLYBRMDMSR-SKCUWOTOSA-N,UDNHVXSMHHOEBX-LYZGTLIUSA-N,0.8735632183908046,1.0,0.0,herg_blockade
SDDYPSFGXCNMIG-WIOPSUGQSA-N,UPZXWEJIJAQUBN-JYFHCDHNSA-N,0.8987341772151899,0.0,1.0,herg_blockade
ZBHXNYOFQHFHLL-UHFFFAOYSA-N,AEHATJSZWAWZQR-UHFFFAOYSA-N,0.8783783783783784,0.0,1.0,herg_blockade
NOMVWBJBDAKMBD-FQRUVTKNSA-N,DYVYVBIDPGNHOV-AJTFRIOCSA-N,0.8625,0.0,1.0,herg_blockade
ZLBWTGJVWXPRFH-UHFFFAOYSA-N,BVEQYIGPZVYYSV-UHFFFAOYSA-N,0.8666666666666667,0.0,1.0,herg_blockade
LYOCYPVMXHFJAK-YFHMBBFDSA-N,CBQODGRJHHJAEC-MDSHCDAHSA-N,0.8533333333333334,1.0,0.0,herg_blockade
VWNBOOIWICWEPL-BJKOFHAPSA-N,VWNBOOIWICWEPL-DNQXCXABSA-N,0.8648648648648649,0.0,1.0,herg_blockade
DZQFDSBQRPUTFZ-UHFFFAOYSA-N,SZLKARMZUAFJQJ-UHFFFAOYSA-N,0.8625,1.0,0.0,herg_blockade
GXTVQPOIAIZQBV-UHFFFAOYSA-N,SZLKARMZUAFJQJ-UHFFFAOYSA-N,0.8625,1.0,0.0,herg_blockade
BEZZRZYETXKPJS-HNNXBMFYSA-N,WHKCHEYISYPOKV-INIZCTEOSA-N,0.8507462686567164,1.0,0.0,herg_blockade
PPLZYPDLRUCVGQ-UHFFFAOYSA-N,SZLKARMZUAFJQJ-UHFFFAOYSA-N,0.922077922077922,1.0,0.0,herg_blockade
PPLZYPDLRUCVGQ-UHFFFAOYSA-N,LEILKPWPQRGPQQ-UHFFFAOYSA-N,0.8518518518518519,1.0,0.0,herg_blockade
RAACSHYFBZCXSM-LDMUXNMWSA-N,RAACSHYFBZCXSM-AUHLQLFFSA-N,0.8837209302325582,0.0,1.0,herg_blockade
NHHQYRXTLMSJAV-UHFFFAOYSA-N,XNBYYJPLEOIBSP-UHFFFAOYSA-N,0.9420289855072463,0.0,1.0,herg_blockade
UTNPWKXYGNBDLL-UHFFFAOYSA-N,SZRWFTMTSURZBX-UHFFFAOYSA-N,0.873015873015873,1.0,0.0,herg_blockade
YELXQLUATCAJLB-UHFFFAOYSA-N,WWWDSUPUGKTUBA-UHFFFAOYSA-N,0.875,0.0,1.0,herg_blockade
RQPQGMWYGNBUKK-OAHLLOKOSA-N,MQKKAQLHMBBFHM-CQSZACIVSA-N,0.8709677419354839,0.0,1.0,herg_blockade
SZLKARMZUAFJQJ-UHFFFAOYSA-N,UCFIRUNAQQQREZ-UHFFFAOYSA-N,0.8589743589743589,0.0,1.0,herg_blockade
SZLKARMZUAFJQJ-UHFFFAOYSA-N,ATODYUVMSIEGRJ-UHFFFAOYSA-N,0.8518518518518519,0.0,1.0,herg_blockade
SZTQWKJSSWHXLL-UHFFFAOYSA-N,SBUZQQVTBNOWMS-UHFFFAOYSA-N,0.9166666666666666,1.0,0.0,herg_blockade
IIVZUBFHVGRROU-PBWYZZMHSA-N,KJUDPHSYLGLADQ-RZJLRSEESA-N,0.8607594936708861,0.0,1.0,herg_blockade
LEILKPWPQRGPQQ-UHFFFAOYSA-N,UCFIRUNAQQQREZ-UHFFFAOYSA-N,0.8607594936708861,0.0,1.0,herg_blockade
KJISMMFJJNLRBV-OKDASEJXSA-N,PUBORNZQLOKYKZ-LSNLESRRSA-N,0.8767123287671232,0.0,1.0,herg_blockade
AJJYMQGHGPINNM-NDEPHWFRSA-N,DDWKZSOZZLKEKY-NDEPHWFRSA-N,0.8591549295774648,1.0,0.0,herg_blockade
ATCLLUOAIFZWHI-BJHZDCIISA-N,LRZUUEBSGAKSEJ-BJHZDCIISA-N,0.8571428571428571,1.0,0.0,herg_blockade
SQYAUXNWQOZSIY-UHFFFAOYSA-N,FEGHNCJTPWNNJZ-UHFFFAOYSA-N,0.8533333333333334,0.0,1.0,herg_blockade
GFUMOPVVRFRDRF-UHFFFAOYSA-N,CPSGCDLKARETBW-UHFFFAOYSA-N,0.85,0.0,1.0,herg_blockade
SAFUTBJYBAFUQI-OAHLLOKOSA-N,MQKKAQLHMBBFHM-CQSZACIVSA-N,0.873015873015873,0.0,1.0,herg_blockade
RYSJYSNSALLKRM-MRXNPFEDSA-N,RBHXOMJETACHEF-INIZCTEOSA-N,0.8783783783783784,0.0,1.0,herg_blockade
RYSJYSNSALLKRM-MRXNPFEDSA-N,RBHXOMJETACHEF-UHFFFAOYSA-N,0.8783783783783784,0.0,1.0,herg_blockade
