endpoint,scaffold,records,positives,prevalence
ames_mutagenicity,c1cc2c3c(c1)CCc1c4c(cc(c1-3)CC2)CCCC4,1,1,1.0
ames_mutagenicity,c1cc2c3c(c1)cc1ccc4cccc5cc(c3c1c45)CC2,1,1,1.0
ames_mutagenicity,c1cc2c3c(c4c(ccc5ccccc54)cc3c1)C1OC21,1,1,1.0
ames_mutagenicity,c1cc2c3c(c4ccc5ccccc5c4cc3c1)C1OC21,1,1,1.0
ames_mutagenicity,c1cc2c3c(c[nH]c3c1)C1c3cccn3CC1C2,1,0,0.0
ames_mutagenicity,c1cc2c3c(cc4cc5c(cc4c3c1)OCO5)NCC2,1,1,1.0
ames_mutagenicity,c1cc2c3c(cn(C4CCCC4)c3c1)CC1NCCCC21,1,1,1.0
ames_mutagenicity,c1cc2c3c(cn(CC4CC4)c3c1)CC1NCCCC21,1,0,0.0
ames_mutagenicity,c1cc2c[nH+]ncc2cn1,1,0,0.0
ames_mutagenicity,c1cc2cc(c1)Oc1ccc(cc1)CC1NCCc3cc4c(c(c31)Oc1ccc3c(c1)C(C2)NCC3)OCO4,1,1,1.0
ames_mutagenicity,c1cc2cc(c1)Oc1ccc(cc1)CC1NCCc3cccc(c31)Oc1cccc3c1C(C2)NCC3,1,1,1.0
ames_mutagenicity,c1cc2cc3[nH]cnc3nc2cn1,1,1,1.0
ames_mutagenicity,c1cc2cc3c4c(ccc5cc6c(c1CCC6)c2c54)CCC3,1,1,1.0
ames_mutagenicity,c1cc2cc3ccc(OCC4CO4)cc3nc2o1,1,0,0.0
ames_mutagenicity,c1cc2ccc3[nH]cnc3c2cn1,1,1,1.0
ames_mutagenicity,c1cc2ccc3c(OC4CCCCO4)c4ccccc4c4ccc(c1)c2c34,1,0,0.0
ames_mutagenicity,c1cc2ccc3cc4c(OC5CCCCO5)cccc4c4ccc(c1)c2c34,1,0,0.0
ames_mutagenicity,c1cc2ccc3cc4ccc(OC5CCCCO5)cc4c4ccc(c1)c2c34,1,0,0.0
ames_mutagenicity,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,1,1,1.0
ames_mutagenicity,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,1,1,1.0
ames_mutagenicity,c1cc2ccc3cccc4ncc(c1)c2c34,1,1,1.0
ames_mutagenicity,c1cc2cnsc2cc1OCC1CO1,1,1,1.0
ames_mutagenicity,c1cc2coc3c4c(ccc3c-2c1)OC1OC2OC2C41,1,1,1.0
ames_mutagenicity,c1cc2coc3c4c(ccc3c-2c1)OC1OCCC41,1,1,1.0
ames_mutagenicity,c1cc2nc3nc[nH]c3cc2cn1,1,0,0.0
ames_mutagenicity,c1cc[n+](COC[n+]2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,1,0,0.0
ames_mutagenicity,c1ccc(-[n+]2c3ccccc3nc3ccccc32)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2[nH]c3ccccc3c2N=Nc2[nH+]ccs2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2c3ccccc3[o+]c3ccccc23)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2cc3ccccc3[nH]2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2cc3ccccc3o2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2cc3ccccc3s2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2cc[nH+]cc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2ccc(CC3CO3)cc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2ccc(OCC3CO3)cc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2ccc3ccccc3[o+]2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2ccc3ccccc3n2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2ccccc2-c2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2ccccc2OCC2CO2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2ccccn2)nc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2cccnc2)nc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2ccncc2)nc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2ccno2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2cn3ccccc3n2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2cnc3c(ccc4[nH]cnc43)n2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2cnc3ccc4[nH]cnc4c3n2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2cnc3ncncc3n2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2cncnc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2conc2-c2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2nc3c[nH]cnc-3n2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2nc3cc(CCCCCCc4nc5cc(N6CCNCC6)ccc5[nH]4)ccc3[nH]2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2nc3cc(Cc4nc5cc(N6CCNCC6)ccc5[nH]4)ccc3[nH]2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2nc3ccc4[nH]cnc4c3nc2-c2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2nc3ccccc3[nH]2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2nc3cncnc3n2-c2ccccc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2nc3ncnc-3c[nH]2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2ncc3ncn(-c4ccccc4)c3n2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(-c2nn(-c3ccccc3)[n+](-c3ccccc3)n2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(-c2nn[nH]n2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C(CCCN2CCC(n3cnc4ccccc43)CC2)c2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C(CCCN2CCCCC2)c2ccccn2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C(c2ccccc2)(c2ccccc2)n2cnc3c[nH+]cnc32)cc1,1,1,1.0
ames_mutagenicity,c1ccc(C(c2ccccc2)(c2ccccc2)n2cnc3cncnc32)cc1,1,1,1.0
ames_mutagenicity,c1ccc(C(c2ccccc2)C2CC2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C(c2ccccc2)N2CCC2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(C(c2ccccc2)c2ccccn2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C(c2ccccc2)n2cnc3c[nH+]cnc32)cc1,1,1,1.0
ames_mutagenicity,c1ccc(C(c2ccccc2)n2cnc3cncnc32)cc1,1,1,1.0
ames_mutagenicity,c1ccc(C2(c3ccccc3)CCCCC2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C2=NCCNc3ccccc32)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C2=NCc3ncnn3-c3ccccc32)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C2CNCc3ccccc32)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C2Nc3ccccc3-c3ccccc32)cc1,1,1,1.0
ames_mutagenicity,c1ccc(C2OC2c2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C2OCC3C(c4ccccc4)OCC23)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C2OCC3COC(c4ccccc4)N32)cc1,1,1,1.0
ames_mutagenicity,c1ccc(C2c3ccccc3Oc3ccccc32)cc1,1,1,1.0
ames_mutagenicity,c1ccc(CC2NCCc3c2[nH]c2ccccc32)cc1,1,0,0.0
ames_mutagenicity,c1ccc(CC2NCCc3ccccc32)cc1,1,0,0.0
ames_mutagenicity,c1ccc(CCCCc2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(CCCNc2c3ccccc3nc3ccccc23)cc1,1,1,1.0
ames_mutagenicity,c1ccc(CCNCC2CCCCC2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(CCNCc2ccccc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(CCc2ccc(CCn3ccnc3)cc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(CN2CCCCC2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(CN2CCN=N2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(CNCCCOc2ccc3ncccc3c2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(CNc2[nH]cnc3nc(-c4ccccc4)cc2-3)cc1,1,1,1.0
ames_mutagenicity,c1ccc(CNc2[nH]cnc3ncnc2-3)cc1,1,0,0.0
ames_mutagenicity,c1ccc(CNc2ncccn2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(COCC2CO2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(COCc2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(COOCc2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(CSCc2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(CSSCc2ccccc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(CSc2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(C[NH2+]CCOCCOc2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(Cc2cccc(Cc3ccccc3)c2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(Cc2ccccc2OCC2CO2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(Cc2nccc3ccccc23)cc1,1,0,0.0
ames_mutagenicity,c1ccc(Cn2c(N3CCC(Nc4ncccn4)CC3)nc3ccccc32)cc1,1,0,0.0
ames_mutagenicity,c1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1,1,1,1.0
ames_mutagenicity,c1ccc(Cn2ccnc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(Cn2cnc3c[nH+]cnc32)cc1,1,1,1.0
ames_mutagenicity,c1ccc(Cn2ncc3ccccc32)cc1,1,0,0.0
ames_mutagenicity,c1ccc(N(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(N(c2ccccc2)c2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(N2CC2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(N2Nc3ccccc3N2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(N=C2c3ccccc3NC2(c2ccccc2)c2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(N=C2c3ccccc3NC2c2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(N=NC(=NNc2ccccc2)c2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccccc5)c5ccccc45)cc3)cc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccc5ccc(N=Nc6ccccc6)cc5c4)cc3)cc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccc5ccccc5c4)cc3)cc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(N=Nc2ccc(-c3ccc(N=Nc4cccc(N=Nc5ccccc5)c4)cc3)cc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccccc4)cc3)cc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(N=Nc2ccc(N=Nc3ccc4ccc(N=Nc5ccc(N=Nc6ccccc6)cc5)cc4c3)cc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(N=Nc2ccc(N=Nc3ccc4ccccc4c3)cc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(N=Nc2ccc(OC3CCCCO3)cc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(N=Nc2ccc3[nH]ncc3c2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(N=Nc2ccc3ccc(N=Nc4ccccc4)cc3c2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(NC2=NCCN2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(NC2CCCC2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(NC2Cc3ccccc3C2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(NCc2ccco2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(NCc2ccsc2)nc1,1,0,0.0
ames_mutagenicity,c1ccc(NNc2ccccc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(Nc2[nH]cnc3ncnc2-3)cc1,1,0,0.0
ames_mutagenicity,c1ccc(Nc2cccc3ccccc23)cc1,1,0,0.0
ames_mutagenicity,c1ccc(Nc2ccccn2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(Nc2ccnc3ccccc23)cc1,1,0,0.0
ames_mutagenicity,c1ccc(Nc2ccncc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(Nc2ncnc3c2ncn3-c2ccccc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(Nc2ncncn2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(OCC2CNCCO2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(OCCCCCNc2c3ccccc3nc3ccccc23)cc1,1,1,1.0
ames_mutagenicity,c1ccc(OCCCCCOc2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(OCCOc2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(OCn2ccnc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(OP2OCC3(CO2)COP(Oc2ccccc2)OC3)cc1,1,0,0.0
ames_mutagenicity,c1ccc(O[PH]2(Oc3ccccc3)N[PH](Oc3ccccc3)(Oc3ccccc3)N[PH](Oc3ccccc3)(Oc3ccccc3)N2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(Oc2ccc(Oc3ccccn3)cc2)nc1,1,0,0.0
ames_mutagenicity,c1ccc(Oc2cccc(Oc3ccccc3)c2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(Oc2ccncn2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(Oc2nccs2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(P(c2ccccc2)c2ccccc2)cc1,1,0,0.0
ames_mutagenicity,c1ccc(SCSc2ccccc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(SSc2ccccc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc(Sc2ccc3[nH]cnc3c2)cc1,1,0,0.0
ames_mutagenicity,c1ccc([SH+]c2ccccc2)cc1,1,1,1.0
ames_mutagenicity,c1ccc2[nH+]c3occc3cc2c1,1,0,0.0
ames_mutagenicity,c1ccc2[nH]c(-c3cscn3)nc2c1,1,1,1.0
ames_mutagenicity,c1ccc2[nH]ncc2c1,1,1,1.0
ames_mutagenicity,c1ccc2[o+]c3ccccc3nc2c1,1,1,1.0
ames_mutagenicity,c1ccc2c(CC3CO3)cccc2c1,1,1,1.0
ames_mutagenicity,c1ccc2c(CCC3CO3)cccc2c1,1,1,1.0
ames_mutagenicity,c1ccc2c(COCC3CO3)cccc2c1,1,1,1.0
ames_mutagenicity,c1ccc2c(OCC3CO3)cccc2c1,1,1,1.0
ames_mutagenicity,c1ccc2c(OCC3CO3)nsc2c1,1,1,1.0
ames_mutagenicity,c1ccc2c(OCCCNc3ncnc4c3ncn4C3CCCO3)cccc2c1,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)-c1cc3c(cc1C1NC21)-c1ccccc1C1NC31,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1cc3c(cc1C1OC21)-c1ccccc1C1OC31,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1cc3c(ccc4ccccc43)nc1C1OC21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1cc3ccc4ccccc4c3cc1C1NC21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1cc3cccc4c3c(c1C1NC21)CC4,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1cc3cccc4c3c(c1C1OC21)CC4,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1cc3ccccc3c3cc4c(c-2c13)CCCC4,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1ccc3c4c1c-2cc1cccc(c14)C1OC31,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1ccc3ccccc3c1C1OC21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1cccc3cc4ccccc4c-2c13,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1ccccc1C1C2N1C1CCCCC1,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1ccccc1C1OC21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)-c1nc3ccccc3cc1C1OC21,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)C1=c3c-2cc2cccc4ccc(c3c42)CC1,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)C1OOC2c2ccccc21,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)CC(C1CCNc3ccccc31)CN2,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)CC(N1C3c4ccccc4-c4ccccc4C31)c1ccccc1-2,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)CC1NCCc3cccc-2c31,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)CC1ON2CC2NC21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)CC1[NH2+]CCc3cccc-2c31,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)CCC1C2CCC2C3CCC21CC3,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)CCC1CCCC3OC213,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)CCC1CCCCC21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)CCO2,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)CCc1c-2cc2cccc3c2c1CC3,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)CCc1c-2ccc2c1CCCC2,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)CCc1c-2ccc2ccccc12,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)CCc1cc3c(cc1-2)CCCC3,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)CCc1cc3c(cc1-2)CCc1ccccc1-3,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)CCc1cc3c(ccc4ccccc43)cc1-2,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)CCc1cc3ccc4c(c3cc1-2)CCCC4,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)CCc1ccc3c(c1-2)OCO3,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)COC2,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)Cc1c(c3ccccc3c3ccccc13)C2,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)Cc1c-2ccc2ccc3ccccc3c12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)Cc1cc(N=[NH+]c3ccc4c(c3)Cc3ccccc3-4)ccc1-2,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)Cc1cc(NNc3ccc4c(c3)Cc3ccccc3-4)ccc1-2,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)Cc1ccc3ccc4ccccc4c3c1-2,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)NC1NCCC21,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)Nc1ccccc1O2,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)OC1OC3OC3C21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)OCCOCCOCCOCCO2,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)Oc1ccccc1S2,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)c1cccc3c1c1c(cccc21)CC3,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)c1ccccc1c1c3c(ccc21)CCC1OC31,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)c1ccccc1c1c3ccccc3c3ccccc3c21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)c1ccccc1c1cc3c(cc21)CCC1OC31,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)c1ccccc1c1cc3cnccc3cc21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)c1ccccc1c1ccccc21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)cc1c3c(cc4c(c32)OCO4)CCN1,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2NC12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2OC12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)cc1c3ccccc3c3cccc4ccc2c1c43,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)cc1ccc3cc4ccccc4c4ccc2c1c34,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)cc1ccc3ccc(OC4CCCCO4)c4ccc2c1c34,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)cc1ccc3cccc4ncc2c1c34,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)cc1sc3cccc4ccc2c1c43,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1[nH+]c3ccc4ccccc4c3cc12,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)ccc1[nH]cnc12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1c2ccc2ccc3c(c21)C1OC1CC3,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1c2ccc2ccc3ccccc3c21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1c2ccc2cccnc21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1c3c(ccc12)C1OC1CC3,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1c3cccnc3ccc21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1c3ccncc3ccc21,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1cc3c(cc12)c1c(c2ccccc23)O1,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1cc3c(ccc4ccncc43)cc12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1cc3c4c(ccc3nc12)CCC1OC41,1,0,0.0
ames_mutagenicity,c1ccc2c(c1)ccc1cc3ccc4c(c3nc12)C1OC1CC4,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1cc3ccc4ccccc4c3cc12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1cc3ccc4ccccc4c3nc12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1cc3ccc4ccncc4c3cc12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1cc3cnccc3cc12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1ccc3[nH]ccc3c12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1ccc3c(c12)C1OC1CC3,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1ccc3c(c12)CCC3,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1ccc3c(c12)CCN3,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1ccc3cc[nH]c3c12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1ccc3nc[nH]c3c12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1ccc3ncoc3c12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1nc3c4c(ccc3cc12)CCC1OC41,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1nc3ccc4c(c3cc12)C1OC1CC4,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1nc3ccc4c(c3cc12)CCCC4,1,1,1.0
ames_mutagenicity,c1ccc2c(c1)ccc1nc[nH]c12,1,1,1.0
ames_mutagenicity,c1ccc2c3c(ccc2c1)Cc1c(ccc2ccccc12)C3,1,1,1.0
ames_mutagenicity,c1ccc2c3c(ccc2c1)OC1OOC31,1,0,0.0
ames_mutagenicity,c1ccc2c3c4c(cc5ccccc5c4cc2c1)C1=C3CCCC1,1,1,1.0
ames_mutagenicity,c1ccc2c3c4c(ccc5cccc(c54)CC3)cc2c1,1,1,1.0
ames_mutagenicity,c1ccc2c3cn[nH]c(-n4cccn4)c-3nc2c1,1,0,0.0
ames_mutagenicity,c1ccc2c3nn[nH]cc-3nc2c1,1,1,1.0
ames_mutagenicity,c1ccc2c[n+]3c(cc2c1)-c1cc2c(cc1CC3)OCO2,1,0,0.0
ames_mutagenicity,c1ccc2c[nH+]ncc2c1,1,0,0.0
ames_mutagenicity,c1ccc2cc(N=Nc3ccc(-c4ccc(N=Nc5cccc6ccccc56)cc4)cc3)ccc2c1,1,1,1.0
ames_mutagenicity,c1ccc2cc(N=Nc3cccc4ccccc34)ccc2c1,1,0,0.0
ames_mutagenicity,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,1,1,1.0
ames_mutagenicity,c1ccc2cc(OCC3CO3)ccc2c1,1,1,1.0
ames_mutagenicity,c1ccc2cc(Oc3ccc4ccccc4c3)ccc2c1,1,0,0.0
ames_mutagenicity,c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,1,0,0.0
ames_mutagenicity,c1ccc2cc3[nH]cnc3cc2c1,1,1,1.0
ames_mutagenicity,c1ccc2cc3c(cc2c1)c1c(c2ccccc23)O1,1,1,1.0
ames_mutagenicity,c1ccc2cc3c(cc4c5c(cccc53)C3OC43)cc2c1,1,1,1.0
ames_mutagenicity,c1ccc2cc3c(ccc4c5ccccc5ccc34)cc2c1,1,0,0.0
ames_mutagenicity,c1ccc2cc3c(ccc4cccnc43)cc2c1,1,1,1.0
ames_mutagenicity,c1ccc2cc3c(ccc4ccncc43)cc2c1,1,1,1.0
ames_mutagenicity,c1ccc2cc3cc4ccccc4cc3cc2c1,1,1,1.0
ames_mutagenicity,c1ccc2cnccc2c1,1,0,0.0
ames_mutagenicity,c1ccc2nc3c(cc2c1)CCO3,1,1,1.0
ames_mutagenicity,c1ccc2nc3c4ccccc4c4ccccc4c3cc2c1,1,1,1.0
ames_mutagenicity,c1ccc2nc3ccc4c(c3cc2c1)OCCO4,1,1,1.0
ames_mutagenicity,c1ccc2nc3ccc4ncsc4c3cc2c1,1,1,1.0
ames_mutagenicity,c1ccc2nc3nc[nH]c3cc2c1,1,1,1.0
ames_mutagenicity,c1ccc2ncncc2c1,1,0,0.0
ames_mutagenicity,c1ccc2ocnc2c1,1,0,0.0
ames_mutagenicity,c1ccc2sc(SN3CCOCC3)nc2c1,1,0,0.0
