molecule_id,standardized_smiles,inchikey,scaffold,scaffold_split,random_split
FBEUTZRQCSCWQM-CXUHLZMHSA-N,CC(C)COc1cccc(/C=C2/SC(=O)NC2=O)c1N1CCCC(N)C1,FBEUTZRQCSCWQM-CXUHLZMHSA-N,O=C1NC(=O)C(=Cc2ccccc2N2CCCCC2)S1,train,train
PVRPBUIVTLGNNB-SANMLTNESA-N,CC1(C)C=C(c2cnc3c(c2)[C@]2(COC(N)=N2)c2cc(-c4cccnc4F)ccc2O3)CCO1,PVRPBUIVTLGNNB-SANMLTNESA-N,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1Oc1ncc(C3=CCOCC3)cc12,train,validation
GVCHBMCBPBRORW-ONEGZZNKSA-N,Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,GVCHBMCBPBRORW-ONEGZZNKSA-N,c1ccc(CN2CCC(Nc3nc(Oc4ccccc4)c4sccc4n3)CC2)cc1,train,validation
CXOKUSCPQWMZAK-UHFFFAOYSA-N,N#Cc1ccc(Cn2cncc2C[N+]C2CCN(Cc3ccccc3)C2=O)cc1,CXOKUSCPQWMZAK-UHFFFAOYSA-N,O=C1C([N+]Cc2cncn2Cc2ccccc2)CCN1Cc1ccccc1,train,validation
YDJNEXNYNQFHSZ-ROUUACIJSA-N,CC(C)Oc1cc([C@H](C2=CN[C@H](C(O)(C(F)(F)F)C(F)(F)F)S2)c2ccc[n+]([O-])c2)ccc1OC(F)F,YDJNEXNYNQFHSZ-ROUUACIJSA-N,C1=C(C(c2ccccc2)c2ccc[nH+]c2)SCN1,train,train
QOPWTEZWCHPGGC-UHFFFAOYSA-N,CC(C)n1ncc2c1C(=O)CC1(CCN(C(=O)c3cnc4cc[nH]c4c3)CC1)C2,QOPWTEZWCHPGGC-UHFFFAOYSA-N,O=C1CC2(CCN(C(=O)c3cnc4cc[nH]c4c3)CC2)Cc2cn[nH]c21,train,validation
WYFRHLVGTKZBGO-UHFFFAOYSA-N,COc1cc(Nc2cc(-c3cccc(C#N)c3)ccn2)ccc1N1CCOCC1,WYFRHLVGTKZBGO-UHFFFAOYSA-N,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cc1,train,train
DZGPHYIVALBCKJ-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)o1,DZGPHYIVALBCKJ-UHFFFAOYSA-N,C1=C(c2ccco2)c2ccccc2OC12CCNCC2,train,train
XJANDYKKEVAKFU-UHFFFAOYSA-N,Cc1csc(Cn2c(C3CCCN(C4CCCCC4)C3)nc3ccccc32)n1,XJANDYKKEVAKFU-UHFFFAOYSA-N,c1ccc2c(c1)nc(C1CCCN(C3CCCCC3)C1)n2Cc1nccs1,validation,validation
IPNOFVHQRLOFQU-UHFFFAOYSA-N,COc1cnc(C(=O)Nc2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)cn1,IPNOFVHQRLOFQU-UHFFFAOYSA-N,O=C(Nc1ccc2c(c1)C1(COC=N1)C1(CC1)CO2)c1cnccn1,train,train
ODIJMXCJWMOZFJ-PGRDOPGGSA-N,Cc1nc(C)c(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)s1,ODIJMXCJWMOZFJ-PGRDOPGGSA-N,c1ccc(C23CC2CN(CCCSc2nnc(-c4cncs4)[nH]2)C3)cc1,test,train
PZHIKTHSEKCXFA-RCSZBHJWSA-N,CN1CCOc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc21,PZHIKTHSEKCXFA-RCSZBHJWSA-N,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3ccc4c(n3)NCCO4)(CC1)CO2,train,train
LNSHRRIZLHPDEU-LSDHHAIUSA-N,NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1,LNSHRRIZLHPDEU-LSDHHAIUSA-N,c1cc(Nc2cncc(NC3CCCCC3)n2)cc(-n2nccn2)c1,train,train
VLUCTGXHNZESMM-UHFFFAOYSA-N,CC(=O)C1CCN(CCOc2ccn(-c3ccc(Cl)c(Cl)c3)n2)CC1,VLUCTGXHNZESMM-UHFFFAOYSA-N,c1ccc(-n2ccc(OCCN3CCCCC3)n2)cc1,train,train
SMYCACLLALUJTH-UHFFFAOYSA-N,O=C(CNc1nccc2ncc(C(F)(F)F)cc12)NC1CN(C2CCC(O)(c3cncs3)CC2)C1,SMYCACLLALUJTH-UHFFFAOYSA-N,O=C(CNc1nccc2ncccc12)NC1CN(C2CCC(c3cncs3)CC2)C1,train,validation
VLSYEZFPVCVHNR-UHFFFAOYSA-N,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cn[nH]c3)ccc12,VLSYEZFPVCVHNR-UHFFFAOYSA-N,c1cc2[nH]c3cc(-c4cn[nH]c4)ccc3c2c(NC(C2CC2)C2CC2)n1,train,train
DUTKICDSXNUMBM-UHFFFAOYSA-N,Cc1c(C(=O)Nc2ccn(C)n2)ncn1Cc1cccc(C(F)(F)F)c1,DUTKICDSXNUMBM-UHFFFAOYSA-N,O=C(Nc1cc[nH]n1)c1cn(Cc2ccccc2)cn1,validation,train
KZZCCNAVINPEKA-UHFFFAOYSA-N,Cc1c(OS(C)(=O)=O)ccc2c1C(=O)N(Cc1ccccc1-c1ccccc1)C2C(=O)NC(C)(C)C,KZZCCNAVINPEKA-UHFFFAOYSA-N,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1,train,test
SZWVUASESVZMCY-KCJUWKMLSA-N,Cc1c(Cl)ccc2c1N1[C@H](CNC[C@H]1C)C2,SZWVUASESVZMCY-KCJUWKMLSA-N,c1ccc2c(c1)CC1CNCCN21,train,train
MEXIBBKUPJTJRY-IRLDBZIGSA-N,CCOC(=O)C1=C[C@]2(CC)CCC[N+]3CCc4c(n1c1ccccc41)[C@@H]32,MEXIBBKUPJTJRY-IRLDBZIGSA-N,C1=Cn2c3c(c4ccccc42)CC[N+]2CCCC1C32,train,train
JAMULYFATHSZJM-UHFFFAOYSA-N,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,JAMULYFATHSZJM-UHFFFAOYSA-N,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,train,train
RDUXJEGWTNOYDA-UHFFFAOYSA-N,Cn1cc(-c2ccnc3c2OCCNC3)c(-c2ccc(F)cc2)n1,RDUXJEGWTNOYDA-UHFFFAOYSA-N,c1ccc(-c2n[nH]cc2-c2ccnc3c2OCCNC3)cc1,train,train
OLHRLKFUMOQGCV-PMACEKPBSA-N,O=C([C@@H](O)C1CC1)N1CC(c2cc(F)ccc2F)=C[C@H]1c1cccc(O)c1,OLHRLKFUMOQGCV-PMACEKPBSA-N,O=C(CC1CC1)N1CC(c2ccccc2)=CC1c1ccccc1,test,train
IADBDKSADXUIBX-UHFFFAOYSA-N,O=S1(=O)CCN(c2ccc(Nc3ncc4ccn(-c5ccccn5)c4n3)cc2)CC1,IADBDKSADXUIBX-UHFFFAOYSA-N,O=S1(=O)CCN(c2ccc(Nc3ncc4ccn(-c5ccccn5)c4n3)cc2)CC1,test,test
IDPGDKXBQTZRGW-RMYQPGKMSA-N,C[C@@H](c1ccccc1)N1[C@@H]2CC[C@H]1C[C@H](Oc1cccc(C(N)=O)c1)C2,IDPGDKXBQTZRGW-RMYQPGKMSA-N,c1ccc(CN2C3CCC2CC(Oc2ccccc2)C3)cc1,train,test
LMTYPQWFGWYHMH-UHFFFAOYSA-N,Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2c(Cl)cccc2c1=O,LMTYPQWFGWYHMH-UHFFFAOYSA-N,O=c1[nH]c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2ccccc12,train,train
MXQTZBCTXYVYLZ-WOJGMQOQSA-N,C/C(=C\c1cccnc1)c1nc2cc(C)c(C)cc2n1Cc1ccc(Cl)cc1,MXQTZBCTXYVYLZ-WOJGMQOQSA-N,C(=Cc1nc2ccccc2n1Cc1ccccc1)c1cccnc1,train,validation
NFEGRCPLFOJJLU-UHFFFAOYSA-N,NCC(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(Cl)c(F)c2)C1,NFEGRCPLFOJJLU-UHFFFAOYSA-N,c1ccc(Nc2c(-c3ccccc3)nc3n2CCNC3)cc1,train,train
XAQNCLSQQYEQMI-MOPGFXCFSA-N,O=C([C@@H]1C[C@@H](Oc2cccc(F)c2)CN1)N1CCCN(C2CCC2)CC1,XAQNCLSQQYEQMI-MOPGFXCFSA-N,O=C(C1CC(Oc2ccccc2)CN1)N1CCCN(C2CCC2)CC1,train,train
BKWXCVZIALOBBS-UHFFFAOYSA-N,O=C(OCc1ccccc1)N1CCC(CNc2ccccn2)CC1,BKWXCVZIALOBBS-UHFFFAOYSA-N,O=C(OCc1ccccc1)N1CCC(CNc2ccccn2)CC1,train,train
VLELXNRHHWXFHT-BXKJMJEDSA-N,O=C(/C=C/[C@@H]1CCCN1)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,VLELXNRHHWXFHT-BXKJMJEDSA-N,O=C(C=CC1CCCN1)N1CCN(c2cnc3cccc(NCc4ccccc4)c3c2)CC1,validation,train
COPWJQCMDFSJPF-GRGXKFILSA-N,CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NC[C@H]4CC[C@@H](c5ccc(C(F)(F)F)cc5)CC4)cc3)oc12,COPWJQCMDFSJPF-GRGXKFILSA-N,O=C(NCC1CCC(c2ccccc2)CC1)c1ccc(-c2nc3ccccc3o2)cc1,train,test
NUTYWRAIFXRNNI-UHFFFAOYSA-N,CS(=O)(=O)NCC1CC2(c3ccc(F)cc3)NC1CCC2NCc1cc(OC(F)(F)F)ccc1OC1CC1,NUTYWRAIFXRNNI-UHFFFAOYSA-N,c1ccc(C23CCC(CCC2NCc2ccccc2OC2CC2)N3)cc1,train,validation
VSEDSFRLQXFULM-VVONHTQRSA-N,O=C(CNc1nc(C(F)(F)F)nc2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,VSEDSFRLQXFULM-VVONHTQRSA-N,O=C(CNc1ncnc2ccccc12)NC1CN(C2CCC(c3cncs3)CC2)C1,validation,train
FHJQISPBEYPYDY-VQHVLOKHSA-N,Cc1[nH]c2ccccc2c1CCN1CCc2ccc(/C=C/C(=O)NO)cc2CC1,FHJQISPBEYPYDY-VQHVLOKHSA-N,c1ccc2c(c1)CCN(CCc1c[nH]c3ccccc13)CC2,validation,test
YJQKVKQPRXATHT-UHFFFAOYSA-N,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCOCC5)cc4)C3)o2)cc1,YJQKVKQPRXATHT-UHFFFAOYSA-N,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CCCOCC3)cc2)C1,train,train
KGUDOEAVFUTLFC-NFFVHWSESA-N,[H]/N=C(/c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)N1CCCCC1,KGUDOEAVFUTLFC-NFFVHWSESA-N,N=C(c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccccn2)cc1)N1CCCCC1,train,test
WIQRCHMSJFFONW-UHFFFAOYSA-N,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,WIQRCHMSJFFONW-UHFFFAOYSA-N,c1ccc(COc2ccccc2)cc1,test,train
JIAYOIBUKDISBO-OXEWVQNLSA-N,Cc1cc(C2C[C@H]3C(CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1,JIAYOIBUKDISBO-OXEWVQNLSA-N,C1=NC2(c3ccccc3)COC(c3ccno3)CC2CS1,test,test
ZHSWLZQOHOYDQW-UHFFFAOYSA-N,Nc1cnccc1C1CCC(N2CC(NC(=O)CNc3ncnc4ccc(C(F)(F)F)cc34)C2)CC1,ZHSWLZQOHOYDQW-UHFFFAOYSA-N,O=C(CNc1ncnc2ccccc12)NC1CN(C2CCC(c3ccncc3)CC2)C1,train,test
YJNORDWQAVLCQD-UHFFFAOYSA-N,COCCCc1ccc(Cl)c(CN(C(=O)C2CNCCC2c2ccn(C)c(=O)c2)C2CC2)c1,YJNORDWQAVLCQD-UHFFFAOYSA-N,O=C(C1CNCCC1c1cc[nH]c(=O)c1)N(Cc1ccccc1)C1CC1,train,validation
LMGUUVWYFJIKCD-UHFFFAOYSA-N,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccc(F)cc2)nc1,LMGUUVWYFJIKCD-UHFFFAOYSA-N,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccccc2)nc1,validation,test
QIUVHPATBGGVRR-SANMLTNESA-N,N#Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,QIUVHPATBGGVRR-SANMLTNESA-N,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,train,train
RUPCCWFCAYKMFK-UHFFFAOYSA-N,O=C1OCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,RUPCCWFCAYKMFK-UHFFFAOYSA-N,O=C1OCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,train,train
JJAVZBMRFRBWDW-UHFFFAOYSA-N,COc1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1C#N,JJAVZBMRFRBWDW-UHFFFAOYSA-N,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,validation,train
QFDTVBGMNGXZGK-UHFFFAOYSA-N,CC(c1ccccc1Oc1ccc(Cl)c(Cl)c1)N(C)C,QFDTVBGMNGXZGK-UHFFFAOYSA-N,c1ccc(Oc2ccccc2)cc1,validation,train
PORAWELIIZSLJF-FYYLOGMGSA-N,FC(F)(F)Oc1cccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)c1,PORAWELIIZSLJF-FYYLOGMGSA-N,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,train,train
GFMDHQIKVJNHNJ-IRXDYDNUSA-N,CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3[nH]ccc3c2)cn1,GFMDHQIKVJNHNJ-IRXDYDNUSA-N,c1cc2cc(-c3ccc(N4CC5CC4CN5)nc3)ccc2[nH]1,validation,train
UIZPEXQHMIZQPQ-UHFFFAOYSA-N,COc1ccc(C2CCN(CCC3CCOc4ccccc43)CC2)cc1OC,UIZPEXQHMIZQPQ-UHFFFAOYSA-N,c1ccc(C2CCN(CCC3CCOc4ccccc43)CC2)cc1,train,train
NAFIXABLSKOHPB-UHFFFAOYSA-N,Cc1ccn2c3c(nc2c1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,NAFIXABLSKOHPB-UHFFFAOYSA-N,c1cc(-c2nnc(SCCCN3CCc4nc5ccccn5c4CC3)[nH]2)c2cccnc2c1,train,train
YHGLBPUDIFJMHI-UHFFFAOYSA-N,COc1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(OC)c1OC,YHGLBPUDIFJMHI-UHFFFAOYSA-N,c1ccc(CNCC2CCN(CCCCCC(c3ccccc3)c3ccccc3)C2)cc1,test,train
ZHMZFAWMFMXJDW-TWOREGKPSA-N,Cc1c(F)cccc1-c1ccc(/C=C/[C@@H]2[C@@H]3[C@@H](C)OC(=O)[C@]3(C(N)=O)CC(F)(F)[C@H]2C)nc1,ZHMZFAWMFMXJDW-TWOREGKPSA-N,O=C1OCC2C(C=Cc3ccc(-c4ccccc4)cn3)CCCC12,validation,train
QZUKGDYPSXQBSQ-FCHUYYIVSA-N,COc1cc([C@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ncc1C#N,QZUKGDYPSXQBSQ-FCHUYYIVSA-N,O=C1OCc2cc(CCN3CCN(CCc4ccccn4)CC3)ccc21,test,train
DZNFGQDAMCNMLC-AWEZNQCLSA-N,Oc1ccc(-c2cc[nH]n2)cc1-c1nc(N[C@H]2CCNC2)c2ccccc2n1,DZNFGQDAMCNMLC-AWEZNQCLSA-N,c1cc(-c2cc[nH]n2)cc(-c2nc(NC3CCNC3)c3ccccc3n2)c1,validation,train
RAABKQRUDXNJMT-HTFLBPPUSA-N,O=C1COc2ccc(CNC34CCC([C@@H](O)Cc5c(F)cnc6ccc(OCCO)nc56)(CC3)OC4)nc2N1,RAABKQRUDXNJMT-HTFLBPPUSA-N,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,validation,train
LRXGBYNAHIRXGB-UHFFFAOYSA-N,O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3c(F)cccc32)CC1,LRXGBYNAHIRXGB-UHFFFAOYSA-N,O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,test,train
RXPBJKRWQYAHSE-UHFFFAOYSA-N,O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccc2sccc2c1,RXPBJKRWQYAHSE-UHFFFAOYSA-N,O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccc2sccc2c1,train,test
XNBYYJPLEOIBSP-UHFFFAOYSA-N,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCCN(C2CC2)CC1,XNBYYJPLEOIBSP-UHFFFAOYSA-N,c1ccc(Nc2ccnc3ccc(N4CCCN(C5CC5)CC4)cc23)cc1,test,train
BMOBPUAXMGRSJZ-OAHLLOKOSA-N,COc1ccc(-c2ccc3c(N4CCOC[C@H]4C)nc(-n4ccnc4)nc3n2)cc1CO,BMOBPUAXMGRSJZ-OAHLLOKOSA-N,c1ccc(-c2ccc3c(N4CCOCC4)nc(-n4ccnc4)nc3n2)cc1,test,train
MSOUIIHPMJCUNI-LJAQVGFWSA-N,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,MSOUIIHPMJCUNI-LJAQVGFWSA-N,O=S(=O)(Nc1ccc(CCNCCc2cccnc2)cc1)c1ccc(-c2nc(-c3ccccc3)cs2)cc1,train,train
WGBOTEMLMSBMCJ-WVQHILGCSA-N,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(C)CC[C@@H](NC(=O)OC)CC4)nc3cc2C)CC1,WGBOTEMLMSBMCJ-WVQHILGCSA-N,O=C(c1nc2ccc(N3CCNCC3)cc2[nH]1)C1CCCCC1,validation,test
VCTIQXJXIBDCGH-UHFFFAOYSA-N,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5CC4CC4)CC3)cccc2n1,VCTIQXJXIBDCGH-UHFFFAOYSA-N,O=C1COc2c(CCN3CCN(c4cccc5ncccc45)CC3)cccc2N1CC1CC1,train,validation
QIQNNBXHAYSQRY-UYXSQOIJSA-N,COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1O)N2C,QIQNNBXHAYSQRY-UYXSQOIJSA-N,C1CC2CCC(C1)N2,train,train
HUHMVOCYAWWFKL-UHFFFAOYSA-N,CN(Cc1ccc(C(F)(F)F)nc1)c1cc(C(=O)Nc2nncs2)ncn1,HUHMVOCYAWWFKL-UHFFFAOYSA-N,O=C(Nc1nncs1)c1cc(NCc2cccnc2)ncn1,train,train
YVFFXPPCYCZALQ-OKILXGFUSA-N,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1C[C@@H](C)N[C@@H](C)C1,YVFFXPPCYCZALQ-OKILXGFUSA-N,c1ccc(Nc2cnnc3ccc(N4CCNCC4)cc23)cc1,train,train
XBIPCIFARHCNNE-UHFFFAOYSA-N,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccco1,XBIPCIFARHCNNE-UHFFFAOYSA-N,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccco1,test,train
ONYSJEFYBAEJEU-UHFFFAOYSA-O,CCOc1nc(C(=O)Nc2ccc[n+](C)c2)cc(N)c1C#N,ONYSJEFYBAEJEU-UHFFFAOYSA-O,O=C(Nc1ccc[nH+]c1)c1ccccn1,train,train
JMEYDSHPKCSIJC-UHFFFAOYSA-N,CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1,JMEYDSHPKCSIJC-UHFFFAOYSA-N,c1cc(C2CCN(C3=Nn4cnnc4CC3)CC2)ccc1OCCN1CCNCC1,train,train
QXVKDIRFPUDMDU-UHFFFAOYSA-N,CN1CCC(COCc2cc(C(F)(F)F)cc(N3CC=CC3)n2)(c2ccc(F)cc2)CC1,QXVKDIRFPUDMDU-UHFFFAOYSA-N,C1=CCN(c2cccc(COCC3(c4ccccc4)CCNCC3)n2)C1,train,train
RRRMNLLTGSQHGV-UHFFFAOYSA-N,O=c1cc(OCc2cccc(F)c2)ccn1-c1ccc(OCCN2CCCC2)cc1,RRRMNLLTGSQHGV-UHFFFAOYSA-N,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCC2)cc1,train,test
GLWBJILVHXSPHS-UHFFFAOYSA-N,CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1C1CCN(C)CC1,GLWBJILVHXSPHS-UHFFFAOYSA-N,c1ccc(Nc2ccnc3ccc(C4CCNCC4)cc23)cc1,test,train
MFWNKCLOYSRHCJ-ZIAGYGMSSA-N,CN1[C@@H]2CCC[C@@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,MFWNKCLOYSRHCJ-ZIAGYGMSSA-N,O=C(NC1CC2CCCC(C1)N2)c1n[nH]c2ccccc12,train,train
WAQMOZNGKRFENV-UHFFFAOYSA-N,CCOc1cc(CN2CCC(NC(=O)c3cccc(S(C)(=O)=O)c3)CC2)ccc1Cl,WAQMOZNGKRFENV-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccccc1,train,validation
RVLAHZAHALVQKF-AQPYCOETSA-N,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Cl)s4)nc31)[C@H](O)[C@@H]2O,RVLAHZAHALVQKF-AQPYCOETSA-N,C(#Cc1cccs1)c1ncc2ncn(C3CCC4CC43)c2n1,validation,train
JGEBLDKNWBUGRZ-FQEVSTJZSA-N,CN(C[C@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,JGEBLDKNWBUGRZ-FQEVSTJZSA-N,O=c1c2cc(NS(=O)(=O)NCC3COCCO3)ccc2ccc2ncc(-c3cn[nH]c3)cc12,train,validation
VLXAEAXVQDCEEW-UHFFFAOYSA-N,Cc1noc(C)c1S(=O)(=O)NCCN1CC2CN(CCOc3ccc(C#N)cc3F)CC(C1)O2,VLXAEAXVQDCEEW-UHFFFAOYSA-N,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1cnoc1,test,validation
PPHVBIYZGFXZSA-GFMRDNFCSA-N,[H]/N=C(/c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1)N(C)C,PPHVBIYZGFXZSA-GFMRDNFCSA-N,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,test,validation
PKRXUANONKHENC-UHFFFAOYSA-N,O=C1CC(c2nc(-c3cccc(Cl)c3)no2)CN1c1ccc(F)cc1,PKRXUANONKHENC-UHFFFAOYSA-N,O=C1CC(c2nc(-c3ccccc3)no2)CN1c1ccccc1,train,train
PNUXVRFTINUPJH-UHFFFAOYSA-N,Fc1cccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)c1F,PNUXVRFTINUPJH-UHFFFAOYSA-N,c1ccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cc1,validation,train
NCHSTBMDNNMMEJ-BEFAXECRSA-N,CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,NCHSTBMDNNMMEJ-BEFAXECRSA-N,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,train,train
NEVNJCLJFXHCCC-UHFFFAOYSA-N,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3ncn4c3CCCC4)nc12,NEVNJCLJFXHCCC-UHFFFAOYSA-N,c1cc2nc(-c3ncn4c3CCCC4)cnc2[nH]1,validation,validation
SLRRKIAIUARVQX-UHFFFAOYSA-N,Cc1cccnc1-n1cc(CN2CCC3(CC2)OCc2ccccc23)c(C)n1,SLRRKIAIUARVQX-UHFFFAOYSA-N,c1ccc(-n2cc(CN3CCC4(CC3)OCc3ccccc34)cn2)nc1,train,train
VVGHIMUWASPVQJ-UHFFFAOYSA-N,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(Cl)c(Cl)c4)n2C)CC3)no1,VVGHIMUWASPVQJ-UHFFFAOYSA-N,c1ccc(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)cc1,train,test
ZJDAPEQJSXHCSQ-UHFFFAOYSA-N,CN(C)c1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1C(F)(F)F,ZJDAPEQJSXHCSQ-UHFFFAOYSA-N,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,validation,validation
DBNPNZACFGWSMI-PKTZIBPZSA-N,CC(C)S(=O)(=O)N[C@H]1CN(c2ccccc2)C[C@@H]1c1ccc(-c2ccc(F)nc2)cc1,DBNPNZACFGWSMI-PKTZIBPZSA-N,c1ccc(N2CCC(c3ccc(-c4cccnc4)cc3)C2)cc1,train,train
MNODGVITNFISIZ-UHFFFAOYSA-N,Nc1nc2c(C(=O)NC3CN4CCC3CC4)cccc2o1,MNODGVITNFISIZ-UHFFFAOYSA-N,O=C(NC1CN2CCC1CC2)c1cccc2ocnc12,test,train
QAOGQNRLWKYNAK-QVNUIZJESA-N,COCCC(C(=O)O)[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2sc(Cl)c(Cl)c2[nH]1,QAOGQNRLWKYNAK-QVNUIZJESA-N,O=C(NC1Cc2ccccc2C1)c1cc2sccc2[nH]1,validation,validation
KITYXUGKWPDMSJ-UHFFFAOYSA-N,Oc1ccc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1,KITYXUGKWPDMSJ-UHFFFAOYSA-N,c1ccc(-c2cccc3nc(-c4cccnc4)nc(NCc4ccccn4)c23)cc1,train,validation
HUOVTXKPBCLDHL-JTQLQIEISA-N,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3cccs3)sc12,HUOVTXKPBCLDHL-JTQLQIEISA-N,c1csc(-c2cc3c(NC4CCCNC4)nccc3s2)c1,validation,validation
